url	download_complete
duttgroup.ics.uci.edu/doku.php/iot-care	complete
ngs.ics.uci.edu/newscorp-going-mobile	complete
www.ics.uci.edu/community/alumni	complete
www.ics.uci.edu/%7Ebic/os	complete
chenli.ics.uci.edu/research	complete
computableplant.ics.uci.edu/%7Eguy/PlenumLicense.html	complete
ngs.ics.uci.edu/again-in-china	complete
evoke.ics.uci.edu?cat=21	complete
sdcl.ics.uci.edu/2013/12/visit-to-mobileworks	complete
ngs.ics.uci.edu/author/ramesh/page/158	complete
ngs.ics.uci.edu/author/ramesh/page/159	complete
ngs.ics.uci.edu/author/ramesh/page/50	complete
ngs.ics.uci.edu/indians-can-not-work-together	complete
ngs.ics.uci.edu/research-in-search-really	complete
computableplant.ics.uci.edu/sw.html	complete
www.ics.uci.edu/~vpalepu/archives.html	complete
ngs.ics.uci.edu/author/ramesh/page/152	complete
mcs.ics.uci.edu/career/interviewing	complete
ngs.ics.uci.edu/folk-computing-or-100-computer	complete
www.ics.uci.edu/~redmiles/inf143-SQ08	complete
ngs.ics.uci.edu/author/ramesh/page/156	complete
ngs.ics.uci.edu/author/ramesh/page/157	complete
radicle.ics.uci.edu	complete
www.ics.uci.edu/~mchan5	complete
ngs.ics.uci.edu/category/technical-thoughts/page/45	complete
www.ics.uci.edu/~alexv	complete
tutors.ics.uci.edu	complete
wics.ics.uci.edu/community-outreach	complete
sdcl.ics.uci.edu/2013/09/welcome-namrata	complete
ngs.ics.uci.edu/world-wide-tv-network	complete
ngs.ics.uci.edu/online-video	complete
www.ics.uci.edu/~jain/presentations/Creativeit08	complete
sli.ics.uci.edu/PmWiki/WikiSandbox	complete
sli.ics.uci.edu/Site/AuthForm	complete
ngs.ics.uci.edu/event-analytics	complete
ngs.ics.uci.edu/tag/multiple-media	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw10.html	complete
sdcl.ics.uci.edu/2012/03/welcome-thomas-latoza	complete
sdcl.ics.uci.edu/2014/07/welcome-gleiph	complete
www.ics.uci.edu/~yamingy/cocktail.r	complete
www.ics.uci.edu/~dean/aboutirvine.html	complete
www.ics.uci.edu/~smyth/courses/stats5/onlineslides	complete
sli.ics.uci.edu/Classes-2008F/JigsawPuzzleSolvers	complete
psearch.ics.uci.edu	complete
ngs.ics.uci.edu/ever-widening-web	complete
www.ics.uci.edu/~Your-Login-Name	complete
www.ics.uci.edu/~dramanan	complete
ngs.ics.uci.edu/extreme-stories2	complete
mailman.ics.uci.edu/mailman/private/cml	complete
www.ics.uci.edu/~hwilensk	complete
ngs.ics.uci.edu/is-this-true-about-we-indians	complete
www.ics.uci.edu/Arcadia/Teamware/demo/specification.html	complete
sli.ics.uci.edu/PmWiki/Functions	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw4.html	complete
www.ics.uci.edu/~schark/ipps-final93.ps.Z	complete
www.ics.uci.edu/C%7C/Walt%27s%20Stuff/WS/Pubs-OrgStudies.html	complete
sdcl.ics.uci.edu/2012/02/calico-at-cscw-2012	complete
cradl.ics.uci.edu?page_id=118	complete
ngs.ics.uci.edu/events-and-paradigms	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogDataLinRegVersion.txt	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw2.html	complete
ngs.ics.uci.edu/long-tail-is-not-so-big	complete
sli.ics.uci.edu/Category/PmWikiDeveloper	complete
sli.ics.uci.edu/PmWiki/MarkupMasterIndex	complete
www.ics.uci.edu/~redmiles/ics1227-SQ04/announcements.html	complete
www.ics.uci.edu/pub/ietf/http/rfc1945.html	complete
www.ics.uci.edu/~salsubai	complete
sli.ics.uci.edu/Site/PageListTemplates	complete
ngs.ics.uci.edu/first-morning-of-where-20	complete
ngs.ics.uci.edu/blog/page/119	complete
ngs.ics.uci.edu/blog/page/118	complete
ngs.ics.uci.edu/blog/page/115	complete
ngs.ics.uci.edu/blog/page/114	complete
ngs.ics.uci.edu/blog/page/117	complete
ngs.ics.uci.edu/blog/page/116	complete
ngs.ics.uci.edu/blog/page/111	complete
emj.ics.uci.edu/projects	complete
ngs.ics.uci.edu/blog/page/113	complete
ngs.ics.uci.edu/blog/page/112	complete
ngs.ics.uci.edu/author/ramesh/page/200	complete
ngs.ics.uci.edu/author/ramesh/page/201	complete
ngs.ics.uci.edu/author/ramesh/page/202	complete
www.ics.uci.edu/pub/ietf/webdav	complete
ngs.ics.uci.edu/author/ramesh/page/204	complete
ngs.ics.uci.edu/author/ramesh/page/205	complete
ngs.ics.uci.edu/author/ramesh/page/206	complete
ngs.ics.uci.edu/author/ramesh/page/207	complete
ngs.ics.uci.edu/author/ramesh/page/208	complete
ngs.ics.uci.edu/the-new-bill-gates	complete
ngs.ics.uci.edu/goodbye-mouse	complete
evoke.ics.uci.edu/john-seberger	complete
sli.ics.uci.edu/Classes/RecentChanges	complete
www.ics.uci.edu/~sysarch/projects/Autovec.html	complete
sli.ics.uci.edu/Classes-2008F/Main	complete
cradl.ics.uci.edu?page_id=111	complete
www.ics.uci.edu/~kay/courses/i42/wildride/problem_description_files/index.html	complete
sli.ics.uci.edu/Classes/2012F-273a	complete
fr.ics.uci.edu/haiti/ 	complete
ngs.ics.uci.edu/more-timelines	complete
ngs.ics.uci.edu/trip-to-angkor-in-cambodia1	complete
www.ics.uci.edu/~kay/courses/i41/video/index.html	complete
ngs.ics.uci.edu/search-steering-wheel	complete
sli.ics.uci.edu/video/cs274a/Lecture07.html	complete
ngs.ics.uci.edu/revenue-sharing-comes-to-video	complete
ngs.ics.uci.edu/facebook-in-india	complete
mhcid.ics.uci.edu/program/about-the-program	complete
ngs.ics.uci.edu/esther-dyson-and-when20	complete
www.ics.uci.edu/~dvk/pub/DASFAA03_dvk.html	complete
cml.ics.uci.edu/2009/06/2009_smythaward	complete
sdcl.ics.uci.edu/2016/03/affinity-diagram-session	complete
ngs.ics.uci.edu/category/technical-thoughts/page/22	complete
www.ics.uci.edu/~feldman	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model5.txt	complete
sli.ics.uci.edu/PmWiki/CustomMarkup	complete
ngs.ics.uci.edu/author/ramesh/page/93	complete
www.ics.uci.edu/~chenl	complete
evoke.ics.uci.edu/newsite?page_id=223	complete
www.ics.uci.edu/%7Eirani/f04-h22/lab6/PriorityQueue.java	complete
www.ics.uci.edu/employment/employ_faculty.php	complete
www.ics.uci.edu/~kay/scheme/text-file-io.scm	complete
www.ics.uci.edu/~lmartie/education/mutual_attraction_trails_mouse	complete
www.ics.uci.edu/~kay/malenames.txt	complete
ngs.ics.uci.edu/author/ramesh/page/91	complete
ngs.ics.uci.edu/author/ramesh/page/96	complete
www.ics.uci.edu/~kay/courses/i42/hw/cat.txt	complete
www.ics.uci.edu/intranet	complete
ngs.ics.uci.edu/author/ramesh/page/97	complete
mhcid.ics.uci.edu/people/current-students	complete
ngs.ics.uci.edu/user-video-on-microsoft	complete
www.ics.uci.edu/~lab/students/acct_activate.php	complete
ngs.ics.uci.edu/category/technical-thoughts/page/25	complete
www.ics.uci.edu/%7Emajumder/students-N.html	complete
sli.ics.uci.edu/Site/Preferences	complete
www.ics.uci.edu/facebook	complete
ngs.ics.uci.edu/category/experiential-computing/page/54	complete
ngs.ics.uci.edu/basic-research-in-singapore	complete
www.ics.uci.edu/~jfoulds	complete
www.ics.uci.edu/~kay/courses/i42/wildride/data/customers.txt	complete
ngs.ics.uci.edu/category/general-updates/page/83	complete
sli.ics.uci.edu/video/cs274a/Lecture04.html	complete
www.ics.uci.edu/~redmiles/ics227-SQ04/papers.html	complete
ngs.ics.uci.edu/personal/past-affiliations	complete
flamingo.ics.uci.edu/releases/2.0.1	complete
www.ics.uci.edu/~jutts/hyman.html	complete
www.ics.uci.edu/~joungy	complete
www.ics.uci.edu/~guoqingx/courses/295/fall13	complete
ngs.ics.uci.edu/welcome-to-my-blog-at-uci	complete
ngs.ics.uci.edu/category/experiential-computing/page/57	complete
ngs.ics.uci.edu/nostalgia	complete
ngs.ics.uci.edu/escience	complete
ngs.ics.uci.edu/partners/past-students	complete
wics.ics.uci.edu/fall-quarter-update	complete
ngs.ics.uci.edu/personal-analytics	complete
ngs.ics.uci.edu/author/ramesh/page/28	complete
ngs.ics.uci.edu/seraja-progress	complete
ngs.ics.uci.edu/category/experiential-computing/page/51	complete
wics.ics.uci.edu/feed	complete
www.ics.uci.edu/about/visit/visit_icse.php	complete
ngs.ics.uci.edu/offline-social-networks	complete
www.ics.uci.edu/~kay/courses/31/hw	complete
cml.ics.uci.edu/2009/10/2009_marr	complete
ngs.ics.uci.edu/category/experiential-computing/page/53	complete
ngs.ics.uci.edu/family	complete
sli.ics.uci.edu/Group/Ihler	complete
ngs.ics.uci.edu/research/research-papers	complete
ngs.ics.uci.edu/now-to-osteoarthritis-of-knees	complete
www.ics.uci.edu/~redmiles/ics221-FQ03/links.html	complete
sdcl.ics.uci.edu/2012/09/scale-meeting-in-nebraska	complete
www.ics.uci.edu/%7Emagda/ics_x33/quizsolU.html	complete
cml.ics.uci.edu/aiml	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch5/RcodeCh5.txt	complete
mcs.ics.uci.edu/career/personal-branding-marketing	complete
ngs.ics.uci.edu/blog/page/68	complete
ngs.ics.uci.edu/blog/page/69	complete
ngs.ics.uci.edu/author/ramesh/page/24	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/posterioriterates.txt	complete
www.ics.uci.edu/~stauro	complete
ngs.ics.uci.edu/blog/page/60	complete
ngs.ics.uci.edu/blog/page/61	complete
ngs.ics.uci.edu/blog/page/62	complete
ngs.ics.uci.edu/blog/page/63	complete
ngs.ics.uci.edu/blog/page/64	complete
ngs.ics.uci.edu/blog/page/65	complete
ngs.ics.uci.edu/blog/page/66	complete
ngs.ics.uci.edu/the-power-of-pull	complete
ngs.ics.uci.edu/category/general-updates/page/73	complete
ngs.ics.uci.edu/category/general-updates/page/72	complete
ngs.ics.uci.edu/category/general-updates/page/71	complete
ngs.ics.uci.edu/category/general-updates/page/70	complete
ngs.ics.uci.edu/category/general-updates/page/77	complete
sli.ics.uci.edu/Classes/2009S	complete
ngs.ics.uci.edu/category/general-updates/page/75	complete
computableplant.ics.uci.edu/~guy	complete
sli.ics.uci.edu/Ihler-Private/Papers	complete
ngs.ics.uci.edu/category/general-updates/page/79	complete
ngs.ics.uci.edu/category/general-updates/page/78	complete
www.ics.uci.edu/~chair/faculty.html	complete
www.ics.uci.edu/~rickl	complete
ngs.ics.uci.edu/category/technical-thoughts/page/79	complete
ngs.ics.uci.edu/category/technical-thoughts/page/78	complete
ngs.ics.uci.edu/godcasting	complete
ngs.ics.uci.edu/wifi-at-mumbai-airport	complete
ngs.ics.uci.edu/fires-in-southern-california	complete
ngs.ics.uci.edu/blog/page/67	complete
ngs.ics.uci.edu/category/technical-thoughts/page/71	complete
ngs.ics.uci.edu/category/technical-thoughts/page/70	complete
ngs.ics.uci.edu/category/technical-thoughts/page/73	complete
ngs.ics.uci.edu/category/technical-thoughts/page/72	complete
www.ics.uci.edu/~wjohnson/BIDA/BIDABook.html	complete
ngs.ics.uci.edu/category/technical-thoughts/page/74	complete
www.ics.uci.edu/~redmiles/ics203b-SQ05/term-abstracts-2002.html	complete
ngs.ics.uci.edu/category/technical-thoughts/page/76	complete
ngs.ics.uci.edu/social-networking-platform	complete
ngs.ics.uci.edu/can-we-go-beyond-gutenberg	complete
ngs.ics.uci.edu/back-to-cyber-3-now-and-future	complete
cml.ics.uci.edu/2008/12/2008_fowlkesgrant	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/DugongWBcode.txt	complete
emj.ics.uci.edu/software	complete
ngs.ics.uci.edu/category/general-updates/page/87	complete
www.ics.uci.edu/~dvk/pub/DASFAA07_dvk.html	complete
www.ics.uci.edu/~stasio/winter06/lab5/EventGenerator.java	complete
www.ics.uci.edu/~stasio/winter04/reading.html	complete
ngs.ics.uci.edu/author/ramesh/page/29	complete
ngs.ics.uci.edu/tag/experiential-data	complete
www.ics.uci.edu/~feldman/scheduleF00.html	complete
cradl.ics.uci.edu?page_id=38	complete
evoke.ics.uci.edu?page_id=509	complete
wics.ics.uci.edu/category/news/wics-meeting/project-meeting	complete
ngs.ics.uci.edu/author/ramesh/page/155	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/FullFEVdataExercise9-21.txt	complete
sli.ics.uci.edu/SiteAdmin/Status	complete
www.ics.uci.edu/IRUS/css.html	complete
wics.ics.uci.edu/category/news/wics-meeting/page/2	complete
ngs.ics.uci.edu/eventweb-18-bliki-continued	complete
www.ics.uci.edu/%7Erkwang/Winter_2016_ICS167/ics167coursepage.html	complete
www.ics.uci.edu/~yamingy/bayesD_demo3.r	complete
www.ics.uci.edu/~feldman/lec8F00.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/AcheDataExercise13-20.txt	complete
ngs.ics.uci.edu/blog/page/51	complete
www.ics.uci.edu/grad/policies/GradPolicies_CPT_OPT.php	complete
www.ics.uci.edu/about/search/index.php	complete
sli.ics.uci.edu/PmWiki/ContactUs	complete
ngs.ics.uci.edu/nagpur	complete
www.ics.uci.edu/~bic/messengers	complete
www.ics.uci.edu/~vpalepu/2013/06/10/Johnny-Takes-Stats.html	complete
www.ics.uci.edu/employment/employ_research.php	complete
sdcl.ics.uci.edu/2011/08/tablets	complete
ngs.ics.uci.edu/extreme-stories-1	complete
ngs.ics.uci.edu/extreme-stories-7	complete
ngs.ics.uci.edu/extreme-stories-6	complete
ngs.ics.uci.edu/extreme-stories-5	complete
ngs.ics.uci.edu/extreme-stories-4	complete
cradl.ics.uci.edu/theseus	complete
ngs.ics.uci.edu/extreme-stories-9	complete
ngs.ics.uci.edu/extreme-stories-8	complete
www.ics.uci.edu/prospective	complete
www.ics.uci.edu/~stasio/winter05/lab0/Blink.java	complete
ngs.ics.uci.edu/author/ramesh/page/63	complete
ngs.ics.uci.edu/author/ramesh/page/62	complete
ngs.ics.uci.edu/author/ramesh/page/61	complete
ngs.ics.uci.edu/author/ramesh/page/60	complete
ngs.ics.uci.edu/author/ramesh/page/67	complete
ngs.ics.uci.edu/author/ramesh/page/66	complete
ngs.ics.uci.edu/author/ramesh/page/65	complete
ngs.ics.uci.edu/author/ramesh/page/64	complete
sli.ics.uci.edu/Ihler-Photos/House	complete
ngs.ics.uci.edu/author/ramesh/page/69	complete
www.ics.uci.edu/%7Esharad	complete
ngs.ics.uci.edu/teaching/past-courses	complete
www.ics.uci.edu/~kay/courses/h21/hw/hw5menus.html	complete
ngs.ics.uci.edu/tag/experioential-computing	complete
ngs.ics.uci.edu/blog/page/53	complete
www.ics.uci.edu/~mlevorat	complete
ngs.ics.uci.edu/the-state-of-venture-capital	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch5/RcodeDiasorinExample.txt	complete
evoke.ics.uci.edu/newsite/wp-login.php?action=lostpassword	complete
ngs.ics.uci.edu/internet-cameras-and-politics	complete
ngs.ics.uci.edu/tag/photography	complete
ngs.ics.uci.edu/ignorance-of-crowds	complete
www.ics.uci.edu/~welling	complete
www.ics.uci.edu/~express	complete
wics.ics.uci.edu/hackuci-spring-2014	complete
sli.ics.uci.edu/Classes-CS178-Notes/RecentChanges	complete
sli.ics.uci.edu/PmWiki/UpgradingFromPmWiki1	complete
www.ics.uci.edu/~chenli	complete
www.ics.uci.edu/~franz	complete
ngs.ics.uci.edu/lifelog-made-easy	complete
www.ics.uci.edu/~schark/veronica/IPPS96.ps.Z	complete
www.ics.uci.edu/~kay/courses/h21/hw/hw6.html	complete
ngs.ics.uci.edu/seraja-update-061115	complete
computableplant.ics.uci.edu/%7Eguy/Plenum.html	complete
www.ics.uci.edu/~jajones	complete
ngs.ics.uci.edu/eventweb-13-crowdsourcing	complete
ngs.ics.uci.edu/tag/computational-storytelling	complete
ngs.ics.uci.edu/author/ramesh/page/150	complete
www.ics.uci.edu/~djp3	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/Project_Rules.html	complete
ngs.ics.uci.edu/author/ramesh/page/151	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw8.html	complete
ngs.ics.uci.edu/tineye-an-image-search-engine	complete
www.ics.uci.edu/~kay/courses/31/string-formatting.html	complete
ngs.ics.uci.edu/blog?p=562	complete
wics.ics.uci.edu/deloitte-consulting-workshop	complete
ngs.ics.uci.edu/places-coming-to-flickr	complete
cwicsocal18.ics.uci.edu	complete
www.ics.uci.edu/%7Ewscacchi/Papers/Vintage/Software_Productivity.html	complete
ngs.ics.uci.edu/author/ramesh/page/153	complete
www.ics.uci.edu/~redmiles/ics227-SQ04	complete
www.ics.uci.edu/%7Egts	complete
ngs.ics.uci.edu/photos-then-and-now	complete
sdcl.ics.uci.edu/research/past-projects/code-topics	complete
emj.ics.uci.edu?page_id=27	complete
ngs.ics.uci.edu/category/experiential-computing/page/44	complete
ngs.ics.uci.edu/blog?p=413	complete
www.ics.uci.edu/about/bren	complete
ngs.ics.uci.edu/eventweb-11-causal-chains	complete
sli.ics.uci.edu/PmWiki/WikiWikiWeb	complete
www.ics.uci.edu/~dvk/contact.html	complete
sli.ics.uci.edu/Ihler-Photos/Main	complete
sli.ics.uci.edu/Group-Meetings	complete
ngs.ics.uci.edu/representing-events	complete
www.ics.uci.edu/~redmiles/inf233-FQ07	complete
wics.ics.uci.edu/spring-2016-week-4-7-events	complete
ngs.ics.uci.edu/the-web-you-trust	complete
ngs.ics.uci.edu/responsive-to-customser	complete
sli.ics.uci.edu/Site/EditForm	complete
www.ics.uci.edu/~kay/scheme/finger.html	complete
ngs.ics.uci.edu/good-friends	complete
wics.ics.uci.edu/category/news/page/8	complete
ngs.ics.uci.edu/ten-myths-for-entrepreneurs	complete
ngs.ics.uci.edu/raghu-ramakrishnan-at-yahoo	complete
cradl.ics.uci.edu?page_id=32	complete
www.ics.uci.edu/~redmiles	complete
ngs.ics.uci.edu/recent-papers	complete
www.ics.uci.edu/~goodrich/pubs	complete
emj.ics.uci.edu/papers/computational-biology-papers/ 	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/introduction.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/Ch8Rcode.txt	complete
www.ics.uci.edu/~jutts/azpsi.html	complete
www.ics.uci.edu/~yamingy/npmle_README.txt	complete
www.ics.uci.edu/~redmiles/ics131-FQ03/week06everyday/LATimesIntel.html	complete
www.ics.uci.edu/~krish/papers/thesis.ps.Z	complete
ngs.ics.uci.edu/author/ramesh/page/147	complete
ngs.ics.uci.edu/author/ramesh/page/146	complete
ngs.ics.uci.edu/author/ramesh/page/145	complete
ngs.ics.uci.edu/author/ramesh/page/144	complete
ngs.ics.uci.edu/author/ramesh/page/143	complete
ngs.ics.uci.edu/author/ramesh/page/142	complete
ngs.ics.uci.edu/author/ramesh/page/141	complete
ngs.ics.uci.edu/author/ramesh/page/140	complete
ngs.ics.uci.edu/the-white-tiger	complete
www.ics.uci.edu/community/icsjobs/icsjobs_list.php	complete
ngs.ics.uci.edu/at-kumarakom-resort	complete
ngs.ics.uci.edu/author/ramesh/page/149	complete
ngs.ics.uci.edu/author/ramesh/page/148	complete
ngs.ics.uci.edu/research/projects	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9WinBUGScodeANOVA.odc	complete
ngs.ics.uci.edu/photography-in-india	complete
www.ics.uci.edu/%7Emagda/ics_x33/announceU.html	complete
ngs.ics.uci.edu/437	complete
www.ics.uci.edu/ugrad/admissions/transfer/index.php	complete
ngs.ics.uci.edu/12-computer-down-from-100	complete
sli.ics.uci.edu/Group-Meetings/RecentChanges	complete
wics.ics.uci.edu/event/round-1-social?ical=1	complete
www.ics.uci.edu/Arcadia/Chiron/chiron.html	complete
ngs.ics.uci.edu/tag/wellness	complete
www.ics.uci.edu/~feldman/lec13F00.html	complete
vision.ics.uci.edu/sccv/2010	complete
ngs.ics.uci.edu/obama-victory-indian-sc-ruling	complete
wics.ics.uci.edu/powerpoint-slides	complete
ngs.ics.uci.edu/live-art	complete
www.ics.uci.edu/~kay/courses/398b/hw/intro.html	complete
ngs.ics.uci.edu/visual-search-on-mobile-phones	complete
cml.ics.uci.edu/2006/10/2006_baldichancellor	complete
ngs.ics.uci.edu/blog/page/82	complete
ngs.ics.uci.edu/research-areas	complete
ngs.ics.uci.edu/in-switzerland	complete
www.ics.uci.edu/Arcadia/Teamware/demo/category2.html	complete
ngs.ics.uci.edu/deep-history	complete
www.ics.uci.edu/Arcadia/Teamware/demo/idemo.html	complete
www.ics.uci.edu/~sharad/personal-home-page	complete
ngs.ics.uci.edu/fast-image-similarity-search	complete
ngs.ics.uci.edu/blog/page/80	complete
ngs.ics.uci.edu/where-to-store-your-photos	complete
www.ics.uci.edu/~kay/courses/31/hw/lab3.html	complete
ngs.ics.uci.edu/we-have-a-long-way-to-go	complete
ngs.ics.uci.edu/blog/page/81	complete
support.ics.uci.edu/passwd/index.php	complete
www.ics.uci.edu/~taylor	complete
ngs.ics.uci.edu/blog/page/86	complete
ngs.ics.uci.edu/zeetv	complete
www.ics.uci.edu/Arcadia/Teamware/demo/agenda.html	complete
www.ics.uci.edu/~fielding/pubs/dissertation/top.htm	complete
sli.ics.uci.edu/AIML/PreNIPS2010	complete
www.ics.uci.edu/~guoqingx/asplos-tutorial/main.html	complete
www.ics.uci.edu/~jutts/st13v-06	complete
ngs.ics.uci.edu/white-papers	complete
www.ics.uci.edu/~stasio/winter06/lab2/lab2.html	complete
sli.ics.uci.edu/Classes/2011S-274a	complete
ngs.ics.uci.edu/virginia-tech-massacre	complete
ngs.ics.uci.edu/changegov	complete
ngs.ics.uci.edu/events-becoming-popular	complete
graphics.ics.uci.edu/drupal/node/40	complete
graphics.ics.uci.edu/drupal/node/43	complete
www.ics.uci.edu/~yamingy/cocktail_demo4.r	complete
ngs.ics.uci.edu/blog/page/152	complete
www.ics.uci.edu/~pkammer	complete
sli.ics.uci.edu/video/cs178/Lecture24.html	complete
support.ics.uci.edu/comp_checkout	complete
www.ics.uci.edu/~dvk/pub/JCDL07_dvk.html	complete
www.ics.uci.edu/~yamingy/cocktail_demo2.r	complete
www.ics.uci.edu/ICShome.html	complete
ngs.ics.uci.edu/yahoo-stocking-up-on-academics	complete
www.ics.uci.edu/~dvk/pub/TKDE04_dvk.html	complete
ngs.ics.uci.edu/back-home-2	complete
ngs.ics.uci.edu/back-home-3	complete
sli.ics.uci.edu/Projects/RecentChanges	complete
ngs.ics.uci.edu/immersive-search	complete
ngs.ics.uci.edu/back-home-4	complete
sli.ics.uci.edu/misc/cs179/pyGM_LoopyBP.html	complete
ngs.ics.uci.edu/blog/page/108	complete
ngs.ics.uci.edu/blog/page/109	complete
ngs.ics.uci.edu/blog/page/106	complete
ngs.ics.uci.edu/blog/page/107	complete
ngs.ics.uci.edu/blog/page/104	complete
ngs.ics.uci.edu/blog/page/105	complete
ngs.ics.uci.edu/blog/page/102	complete
ngs.ics.uci.edu/blog/page/103	complete
ngs.ics.uci.edu/blog/page/100	complete
ngs.ics.uci.edu/blog/page/101	complete
ngs.ics.uci.edu/tag/fiction	complete
www.ics.uci.edu/~feldman/lec18F00.html	complete
ngs.ics.uci.edu/author/ramesh/page/219	complete
ngs.ics.uci.edu/author/ramesh/page/218	complete
ngs.ics.uci.edu/author/ramesh/page/217	complete
ngs.ics.uci.edu/author/ramesh/page/216	complete
ngs.ics.uci.edu/author/ramesh/page/215	complete
wics.ics.uci.edu/event/ics-potluck?ical=1	complete
ngs.ics.uci.edu/author/ramesh/page/213	complete
ngs.ics.uci.edu/author/ramesh/page/212	complete
ngs.ics.uci.edu/author/ramesh/page/211	complete
ngs.ics.uci.edu/author/ramesh/page/210	complete
sli.ics.uci.edu/Classes-CS178-Notes/Regression	complete
www.ics.uci.edu/~lmartie/education/boxCollision	complete
www.ics.uci.edu/~kay/courses/i42/refs.html	complete
ngs.ics.uci.edu/systems-in-india	complete
cml.ics.uci.edu/2013/03/spring-2013	complete
ngs.ics.uci.edu/blog/page/125	complete
ngs.ics.uci.edu/freezen-in-time-or	complete
sprout.ics.uci.edu	complete
sli.ics.uci.edu/video/cs178/Lecture05.html	complete
www.ics.uci.edu/~dstrash	complete
ngs.ics.uci.edu/china	complete
ngs.ics.uci.edu/perth-is-a-nice-place	complete
ngs.ics.uci.edu/sue-generis-a-class-of-its-own	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw3.html	complete
cml.ics.uci.edu/2010/06/2010_baldicaianiello	complete
www.ics.uci.edu/~bic	complete
www.ics.uci.edu/%7Eshendric	complete
evoke.ics.uci.edu?p=292	complete
wics.ics.uci.edu/event/thanksgiving?ical=1	complete
sli.ics.uci.edu/PmWiki/LocalCustomizations	complete
www.ics.uci.edu/~nardi	complete
www.ics.uci.edu/~kay/courses/398b/w18.html	complete
www.ics.uci.edu/~seal	complete
asterix.ics.uci.edu/fuzzyjoin	complete
www.ics.uci.edu/ugrad/financial/index.php	complete
ngs.ics.uci.edu/meta-data-is-also-data	complete
www.ics.uci.edu/~gbortis	complete
sli.ics.uci.edu/video/cs178/Lecture10.html	complete
www.ics.uci.edu/~kay/courses/31/hw/lab8.html	complete
www.ics.uci.edu/~kay/courses/31/f17.html	complete
ngs.ics.uci.edu/industry-support-for-academia	complete
www.ics.uci.edu/%7Egts/pats.html	complete
ngs.ics.uci.edu/relationships	complete
ngs.ics.uci.edu/siggraph-asia	complete
www.ics.uci.edu/~kay/courses/398b/bloom.html	complete
sdcl.ics.uci.edu/2014/04/chi2014	complete
ngs.ics.uci.edu/human-sensors	complete
ngs.ics.uci.edu/social-search	complete
sli.ics.uci.edu/Classes-CS271-Notes/RecentChanges	complete
sli.ics.uci.edu/video/cs274a/Lecture16.html	complete
futurehealth.ics.uci.edu/news-events/conferences	complete
www.ics.uci.edu/faculty/area/index.php	complete
ngs.ics.uci.edu/we-generation	complete
www.ics.uci.edu/~stasio/winter06/Lectures/Lec6code	complete
www.ics.uci.edu/Arcadia	complete
xtune.ics.uci.edu/sponsor.htm	complete
www.ics.uci.edu/~zhanpenc	complete
sli.ics.uci.edu/PmWiki/SkinTemplates	complete
evoke.ics.uci.edu/newsite?page_id=219	complete
sdcl.ics.uci.edu/page/5	complete
ngs.ics.uci.edu/citizen-photojournalists	complete
evoke.ics.uci.edu/newsite?page_id=227	complete
ngs.ics.uci.edu/author/ramesh/page/2	complete
ngs.ics.uci.edu/author/ramesh/page/3	complete
ngs.ics.uci.edu/author/ramesh/page/4	complete
ngs.ics.uci.edu/author/ramesh/page/5	complete
ngs.ics.uci.edu/author/ramesh/page/6	complete
ngs.ics.uci.edu/blog/page/169	complete
ngs.ics.uci.edu/author/ramesh/page/8	complete
ngs.ics.uci.edu/author/ramesh/page/9	complete
ngs.ics.uci.edu/likes-loyalties-and-choices	complete
www.ics.uci.edu/~yaltowim	complete
ngs.ics.uci.edu/blog/page/92	complete
ngs.ics.uci.edu/real-time-search-3-twitter	complete
ngs.ics.uci.edu/progress-in-digital-cameras	complete
www.ics.uci.edu/~iypark	complete
wics.ics.uci.edu/event/amazon-event?ical=1	complete
www.ics.uci.edu/~kay/scheme/restaurants2.html	complete
ngs.ics.uci.edu/eventweb-getting-traction	complete
ngs.ics.uci.edu/tag/moments	complete
ngs.ics.uci.edu/cisco-and-video-surveillance	complete
ngs.ics.uci.edu/internet-advertising	complete
www.ics.uci.edu/~yamingy/cocktail.m	complete
www.ics.uci.edu/~kay/courses/h21/hw/hw9.html	complete
ngs.ics.uci.edu/blog?p=688	complete
www.ics.uci.edu/~schark/veronica/APPT95.ps.Z	complete
cml.ics.uci.edu/2014/09/2014_google	complete
chenli.ics.uci.edu/biography	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch4/Ch4WinBUGScode.odc	complete
